Código,Descripción,Definición,cuenta_digepres,descripcion_digepres
26131701,Detectores de gases inflamables o peligrosos para generadores,Dispositivos que estan programados para detectar gases inflamable o peligrosos.,2.6.6.2.01,Equipos de seguridad
26131702,Detectores de llama de sistemas de combustión de turbina de gas,Es un detector utilizado en cromatografía de gases.,2.6.6.2.01,Equipos de seguridad
26131801,Paneles de control eléctrico para generadores,"Es el cerebro del andamio colgante eléctrico, este se ubica en el interior del andamio en la baranda trasera, el panel de control alimenta electricidad a los motores.",2.6.5.6.01,Equipo de generación eléctrica y a fines
26131802,Paneles de control de compresores,Monitores que cumple la función de interfaz para poder controlar los compresores.,2.6.5.6.01,Equipo de generación eléctrica y a fines
26131803,Paneles de protección o control de generadores,Monitores que cumple la función de interfaz para poder controlar o proteger los generadores.,2.6.5.6.01,Equipo de generación eléctrica y a fines
26131804,Paneles de control de turbina de gas,Monitores que cumple la función de interfaz para poder controlar la turbina de gas.,2.6.5.6.01,Equipo de generación eléctrica y a fines
26131805,Centros de control de motor de baja tensión,"Los CCM’s BT WEG fueron desarrollados para atender a los más variados segmentos del mercado, atendiendo a requisitos de calidad y desempeño comparables a los mejores productos disponibles en el mercado internacional. Proyectados con un alto nivel de padronización, este producto permite facilidades de ensamble, instalación, mantenimiento y ampliaciones futuras",2.6.5.6.01,Equipo de generación eléctrica y a fines
26131806,Paneles de corriente alterna (CA) y corriente continua (CC) de baja tensión,Dispositivo que controla las corriente eléctrica en la que la magnitud y el sentido varían cíclicamente.,2.6.5.6.01,Equipo de generación eléctrica y a fines
26131807,Paneles de control de turbinas de vapor,Monitores que cumple la función de interfaz para poder controlar la turbina de vapor.,2.6.5.6.01,Equipo de generación eléctrica y a fines
26131808,Conmutadores de control de carga de subestación,"Combinación de los interruptores eléctricos de desconexión, fusibles o disyuntores utilizados para controlar, proteger y aislar el equipo eléctrico.",2.6.5.6.01,Equipo de generación eléctrica y a fines
26131809,Conmutadores de tensión pequeña,"Un conmutador es el proceso de hacer una conexión entre 2 o más dispositivos de telecomunicaciones, de modo que existe una comunicación entre sí.",2.6.5.6.01,Equipo de generación eléctrica y a fines
26131810,Conmutadores de tensión media,"Protege cargas de media tensión, ofreciendo fácil de mantener y de los interruptores de transferencia de energía altamente probadas. Los interruptores se pueden configurar con los relés de protección y otras opciones para cumplir con requisitos específicos del proyecto.",2.6.5.6.01,Equipo de generación eléctrica y a fines
26131811,Reactores de limitación de intensidad,"Reactores limitadores actuales pueden reducir cortocircuito corrientes , que se derivan de la expansión de la planta y adiciones de fuentes de energía, a niveles que puedan ser manejados adecuadamente por equipos de distribución existente.",2.6.5.6.01,Equipo de generación eléctrica y a fines
26131812,Conmutadores con aislamiento de gas,Se utilizan para controlar el flujo energético en las redes eléctricas,2.6.5.6.01,Equipo de generación eléctrica y a fines
26131813,Conmutadores de desconexión de estaciones de maniobra,Interruptor eléctrico rotativo en ciertos tipos de motores y generadores eléctricos que periódicamente cambia la dirección de la corriente entre el rotor y el circuito externo,2.6.5.6.01,Equipo de generación eléctrica y a fines
26131814,Disipador de sobretensiones de estaciones de maniobra,Es un producto instalado cerca del final de cualquier conductor que es lo suficientemente largo antes de que las tierras conductor sobre su componente eléctrico previsto.,2.6.5.6.01,Equipo de generación eléctrica y a fines
27111501,Hojas de cuchillo,"Es la parte plana de una herramienta, arma, o máquina (como un ventilador) que normalmente tiene un borde de corte o una extremidad puntiaguda generalmente hecha de una piedra delgada, tal como sílex, o metal, más recientemente, acero.",2.3.6.3.04,Herramientas menores
27111502,Navajas de afeitar,"Es una navaja de filo agudísimo, hecha de acero muy templado, que sirve para afeitar la barba.",2.3.6.3.04,Herramientas menores
27111503,Cuchillos de diversas aplicaciones,"Consta de una delgada hoja, normalmente metálica, frecuentemente acabada en punta y con uno o dos lados afilados, y de un mango por el que se sujeta.",2.3.6.3.04,Herramientas menores
27111504,Navajas de bolsillo,"Es un cuchillo cuya hoja pivota sobre un eje que la une al mango o cabo, para que el filo quede guardado entre dos cachas o una hendidura hecha a propósito. También existen navajas cuya hoja se desliza longitudinalmente, dentro y fuera del mango.",2.3.6.3.04,Herramientas menores
27111505,Sets para manicure,"Herramienta metálica en forma de punta para embutir. Introducir las cabezas de los clavos en la madera para que no se vean, golpeándolo con el martillo.La cabeza debe ser inferior a las del clavo o punta, para que no quede marca en la madera",2.3.6.3.04,Herramientas menores
27111506,Cizallas,"Herramienta manual que se utiliza para cortar papel, plástico, y láminas metálicas o de madera de poco espesor. Cuando el grosor de la chapa a cortar es muy grueso se utilizan cizallas activadas por un motor eléctrico",2.3.6.3.04,Herramientas menores
27111507,Cortadores de metal,Herramienta de corte para metal o huesos. Algunas llevan sujeciones que mantienen la sierra firme y la vuelven fácil de manipular. La cuchilla es de dientes finos y está tensionada sobre una montura.,2.3.6.3.04,Herramientas menores
27111508,Sierras,"Es una herramienta que sirve para cortar madera u otros materiales. Consiste en una hoja con el filo dentado y se maneja a mano o por otras fuentes de energía, como vapor, agua o electricidad. Según el material a cortar se utilizan diferentes tipos de hojas de sierra.",2.3.6.3.04,Herramientas menores
27111509,Barrenas,"Es una pieza metálica de corte que crea orificios en diversos materiales cuando se coloca en una herramientamecánica como taladro, berbiquí u otra máquina . Su función es quitar material y formar un orificio o cavidad cilíndrica.",2.3.6.3.04,Herramientas menores
27111510,Herramientas para desforrar,Maquinaria o herramientas para quitarle el revestimiento a los cables.,2.3.6.3.04,Herramientas menores
27111511,Cortadores de alambres,Son una herramienta que por presión hacen cortes limpios en cables o hilos metálicos,2.3.6.3.04,Herramientas menores
27111512,Cortadores de pernos,"Herramientas utilizada para cortar una pieza metálica larga de sección constante cilíndrica, normalmente hecha de acero o hierro.",2.3.6.3.04,Herramientas menores
27111513,Cortadores de manguera,Máquina cortadora de tubo tipo. manguera flexible de pvc,2.3.6.3.04,Herramientas menores
27111514,Cortadores de vidrio,Es una herramienta utilizada por un vidriero para realizar cortes precisos en el vidrio,2.3.6.3.04,Herramientas menores
27111515,Taladro de mano,Es una herramienta que se utiliza para perforar diversos materiales. Los agujeros se hacen por un proceso de arranque de material mediante unas herramientas llamadas brocas.,2.3.6.3.04,Herramientas menores
27111515,Taladro de mano,Es una herramienta que se utiliza para perforar diversos materiales. Los agujeros se hacen por un proceso de arranque de material mediante unas herramientas llamadas brocas.,2.6.5.7.01,Máquinas-herramientas
27111516,Alicates de perforación,Los alicates de perforación permiten hacer agujeros de precisión en la chapa.,2.3.6.3.04,Herramientas menores
27111517,Dispensadores o juegos de hojas de cuchilla,"Juego de  hojas es de una herramienta, arma, o máquina (como un ventilador) que normalmente tiene un borde de corte o una extremidad puntiaguda",2.3.6.3.04,Herramientas menores
27111518,Herramienta para engastar y doblar alambre,"Instrumento de trabajo que se utiliza sostener, cortar y pelar cables electricos en su gran mayoria.",2.3.6.3.04,Herramientas menores
27111519,Tijeras para estaño,Tijeras para cortar pvc.,2.3.6.3.04,Herramientas menores
27111520,Rompetuercas,Herramienta para extraer tuercas corroídas o atascadas sin necesidad de recurrir al corte térmico,2.3.6.3.04,Herramientas menores
27111521,Recortadoras de chapa de uña vibratoria,Son herramientas que realizan cortesabiertos en láminas ó chapas.,2.3.6.3.04,Herramientas menores
27111601,Mazas de hierro,Es una herramienta de mano que sirve para golpear o percutir; tiene la forma de un martillo pero es de mayor tamaño y peso.,2.3.6.3.04,Herramientas menores
27111602,Martillos,"Es una herramienta de percusión utilizada para golpear directa o indirectamente una pieza, causando su desplazamiento o deformación. El uso más común es para clavar (incrustar un clavo de acero en madera u otro material), calzar partes (por la acción de la fuerza aplicada en el golpe que la pieza recibe) o romper una pieza.",2.3.6.3.04,Herramientas menores
27111603,Yunques,Es una herramienta de herrería. Está hecha de un bloque macizo de piedra o metal que se usa como soporte para forjar metales como hierro o acero.,2.3.6.3.04,Herramientas menores
27111604,Hachas de mano,"Es una herramienta con un filo metálico que está fijado de forma segura a un mango, generalmente de madera, cuya finalidad es el cortemediante golpes.",2.3.6.3.04,Herramientas menores
27111605,Picas,"Herramienta formada por una barra de hierro o acero, con un mango de madera. Es muy utilizado para cavar en terrenos duros y remover piedras. Se usa en obras de construcción, para cavar zanjas o remover materiales sueltos, y también en labores de agricultura.",2.3.6.3.04,Herramientas menores
27111607,Herramientas de recalcar,Herramientas utilizadas en el proceso de forja en el que las dimensiones de un elemento se alteran usando troqueles.,2.3.6.3.04,Herramientas menores
27111608,Enderezadores manuales de cables,"El enderezador de cables manual es utilizado para alinear y doblar las cabezas de los cables, durante su operación.",2.3.6.3.04,Herramientas menores
27111609,Enderezadores eléctricos de cables,"El enderezador de cables es utilizado para alinear y doblar las cabezas de los cables, durante su operación.",2.6.5.7.01,Máquinas-herramientas
27111701,Destornilladores,Es una herramienta que se utiliza para apretar y aflojar tornillos y otros elementos de máquinas que requieren poca fuerza de apriete y que generalmente son de diámetro pequeño,2.3.6.3.04,Herramientas menores
