Código UNSPSC,Descripción,Definición,Código Segmento,Segmento,Código Familia,Familia,Código Clase,Clase,Fecha Versión
30101506,Ángulos de aluminio,"Los  angulares de aluminio, también conocidos como barras angulares, barras o vigas L, son barras de metal que están plegadas longitudinalmente en un ángulo de 90 grados. Ofrecen soporte estructural y un marco para casas y edificios, así como también para",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101500,Ángulos,2026-06-18 12:27:54
30101507,Ángulos de magnesio,"Los  angulares de magnesio, también conocidos como barras angulares, barras o vigas L, son barras de metal que están plegadas longitudinalmente en un ángulo de 90 grados. Ofrecen soporte estructural y un marco para casas y edificios, así como también para",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101500,Ángulos,2026-06-18 12:27:54
30101508,Ángulos de titanio,"Los  angulares de titanio, también conocidos como barras angulares, barras o vigas L, son barras de metal que están plegadas longitudinalmente en un ángulo de 90 grados. Ofrecen soporte estructural y un marco para casas y edificios, así como también para ",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101500,Ángulos,2026-06-18 12:27:54
30101509,Ángulos de cobre,"Los  angulares de cobre, también conocidos como barras angulares, barras o vigas L, son barras de metal que están plegadas longitudinalmente en un ángulo de 90 grados. Ofrecen soporte estructural y un marco para casas y edificios, así como también para la",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101500,Ángulos,2026-06-18 12:27:54
30101510,Ángulos de latón,"Los  angulares de latón, también conocidos como barras angulares, barras o vigas L, son barras de metal que están plegadas longitudinalmente en un ángulo de 90 grados. Ofrecen soporte estructural y un marco para casas y edificios, así como también para la",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101500,Ángulos,2026-06-18 12:27:54
30101511,Ángulos de bronce,"Los  angulares de bronce, también conocidos como barras angulares, barras o vigas L, son barras de metal que están plegadas longitudinalmente en un ángulo de 90 grados. Ofrecen soporte estructural y un marco para casas y edificios, así como también para l",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101500,Ángulos,2026-06-18 12:27:54
30101512,Ángulos de zinc,"Los  angulares de cinc, también conocidos como barras angulares, barras o vigas L, son barras de metal que están plegadas longitudinalmente en un ángulo de 90 grados. Ofrecen soporte estructural y un marco para casas y edificios, así como también para la ",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101500,Ángulos,2026-06-18 12:27:54
30101513,Ángulos de estaño,"Los  angulares de estaño, también conocidos como barras angulares, barras o vigas L, son barras de metal que están plegadas longitudinalmente en un ángulo de 90 grados. Ofrecen soporte estructural y un marco para casas y edificios, así como también para l",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101500,Ángulos,2026-06-18 12:27:54
30101514,Ángulos de plomo,"Un ángulo es la parte del plano comprendida entre dos semirrectas que tienen el mismo punto de origen o vértice. Plomo:Elemento químico metálico,pesado,dúctil,maleable,blando,fusible,de color gris azulado,que reacciona con el ácido nítrico formando sales ",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101500,Ángulos,2026-06-18 12:27:54
30101515,Ángulos de plástico,"Los  angulares de plastico, también conocidos como barras angulares, barras o vigas L, son barras de metal que están plegadas longitudinalmente en un ángulo de 90 grados. Ofrecen soporte estructural y un marco para casas y edificios, así como también para",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101500,Ángulos,2026-06-18 12:27:54
30101516,Ángulos de caucho,"Los  angulares de caucho, también conocidos como barras angulares, barras o vigas L, son barras de metal que están plegadas longitudinalmente en un ángulo de 90 grados. Ofrecen soporte estructural y un marco para casas y edificios, así como también para l",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101500,Ángulos,2026-06-18 12:27:54
30101517,Ángulos de metales preciosos,"Los  angulares de metales preciosos, también conocidos como barras angulares, barras o vigas L, son barras de metal que están plegadas longitudinalmente en un ángulo de 90 grados. Ofrecen soporte estructural y un marco para casas y edificios, así como tam",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101500,Ángulos,2026-06-18 12:27:54
30101601,Barras de aleación ferrosa,"Es una pieza más larga que gruesa, hecha de aleación ferrosa u otro material, que suele tener forma cilíndrica o prismática.",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101600,Barras,2026-06-18 12:27:54
30101602,Barras de aleación no ferrosa,"Es una pieza más larga que gruesa, hecha de aleación no ferrosa u otro material, que suele tener forma cilíndrica o prismática.",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101600,Barras,2026-06-18 12:27:54
30101603,Barras de hierro,"Es una pieza más larga que gruesa, hecha de hierro u otro material, que suele tener forma cilíndrica o prismática.",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101600,Barras,2026-06-18 12:27:54
30101604,Barras de acero,"Es una pieza más larga que gruesa, hecha de acero u otro material, que suele tener forma cilíndrica o prismática.",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101600,Barras,2026-06-18 12:27:54
30101605,Barras de acero inoxidable,"Es una pieza más larga que gruesa, hecha de acero inoxidable u otro material, que suele tener forma cilíndrica o prismática.",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101600,Barras,2026-06-18 12:27:54
30101606,Barras de aluminio,"Es una pieza más larga que gruesa, hecha de aluminio u otro material, que suele tener forma cilíndrica o prismática.",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101600,Barras,2026-06-18 12:27:54
30101607,Barras de magnesio,"Es una pieza más larga que gruesa, hecha de magnesio u otro material, que suele tener forma cilíndrica o prismática.",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101600,Barras,2026-06-18 12:27:54
30101608,Barras de titanio,"Es una pieza más larga que gruesa, hecha de titanio u otro material, que suele tener forma cilíndrica o prismática.",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101600,Barras,2026-06-18 12:27:54
30101609,Barras de cobre,"Es una pieza más larga que gruesa, hecha de cobre u otro material, que suele tener forma cilíndrica o prismática.",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101600,Barras,2026-06-18 12:27:54
30101610,Barras de latón,"Es una pieza más larga que gruesa, hecha de latón u otro material, que suele tener forma cilíndrica o prismática.",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101600,Barras,2026-06-18 12:27:54
30101611,Barras de bronce,"Es una pieza más larga que gruesa, hecha de bronce u otro material, que suele tener forma cilíndrica o prismática.",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101600,Barras,2026-06-18 12:27:54
30101612,Barras de cinc,"Es una pieza más larga que gruesa, hecha de cinc u otro material, que suele tener forma cilíndrica o prismática.",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101600,Barras,2026-06-18 12:27:54
30101613,Barras de estaño,"Es una pieza más larga que gruesa, hecha de estaño, u otro material, que suele tener forma cilíndrica o prismática.",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101600,Barras,2026-06-18 12:27:54
30101614,Barras de plomo,"Es una pieza más larga que gruesa, hecha de plomo, u otro material, que suele tener forma cilíndrica o prismática.",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101600,Barras,2026-06-18 12:27:54
30101615,Barras de plástico,"Es una pieza más larga que gruesa, hecha de plástico, otro material, que suele tener forma cilíndrica o prismática.",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101600,Barras,2026-06-18 12:27:54
30101616,Barras de metal precioso,"Es una pieza más larga que gruesa, hecha de metal precioso u otro material, que suele tener forma cilíndrica o prismática.",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101600,Barras,2026-06-18 12:27:54
30101617,Barras de madera,"Es una pieza más larga que gruesa, hecha de madera u otro material, que suele tener forma cilíndrica o prismática.",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101600,Barras,2026-06-18 12:27:54
30101618,Barras de caucho,"Es una pieza más larga que gruesa, hecha de caucho u otro material, que suele tener forma cilíndrica o prismática.",30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101600,Barras,2026-06-18 12:27:54
30101701,Vigas de aleación ferrosa,Elemento de constructivo lineal de material ferroso que trabaja principalmente a fricción. Viga de aleación ferrosa: que contiene hierro,30000000,"Componentes  y  suministros  para  estructuras,  edificación,  construcción  y  obras  civiles",30100000,Componentes  estructurales  y  formas  básicas,30101700,Vigas,2026-06-18 12:27:54
